seed,pen-cloned_ST1,pen-cloned_ST2,pen-cloned_ST4,pen-cloned_ST8,pen-cloned_ST16,kitchen-partial_ST1,kitchen-partial_ST2,kitchen-partial_ST4,kitchen-partial_ST8,kitchen-partial_ST16
33,-0.015494473006622435,-0.02087974358343863,0.22187724003957504,-0.023512950126241983,-0.01415091757885414,0.0,0.0,0.25,0.0,0.25
34,-0.018092864555366527,0.0023886073514923097,0.20699626074744787,0.27690810161542817,0.04368517448455853,0.25,0.0,0.0,0.25,0.25
35,0.35883376866106315,-0.02931830835908777,0.18563372143091772,-0.03735169308474403,0.4635050219491905,0.0,0.0,0.25,0.25,0.25
36,-0.03012446900209221,-0.027253794764840838,-0.02222548176964099,-0.033726134076226946,-0.02680994691532049,0.25,0.0,0.25,0.25,0.25
37,-0.019598861774051544,-0.01862917333088069,-0.02108421210037416,-0.01559242526551112,-0.020777233890884265,0.0,0.0,0.0,0.25,0.25
38,-0.0383330487674033,-0.039593469830022196,-0.0371286233456327,-0.04046682457411861,-0.033628805449011284,0.25,0.0,0.25,0.25,0.0
39,-0.03722264126116516,1.114472211154519,-0.016132289712063378,-0.02876607448753842,-0.0254615872649336,0.25,0.25,0.25,0.0,0.0
40,0.7890419231633755,-0.021932998611567535,-0.01673172058061246,-0.01923612733195579,-0.025679301306143553,0.0,0.0,0.25,0.25,0.0
41,-0.025889965322685907,-0.023721399835979484,-0.015721458292898113,-0.021050386322219165,-0.01610776933732336,0.0,0.0,0.25,0.0,0.0
42,-0.0290998792499448,-0.028988311459800083,-0.04610162805491603,-0.02877886260838219,-0.02472916123200664,0.0,0.0,0.0,0.25,0.25
43,-0.04589923144224135,-0.04524283210057872,-0.042336134878526874,-0.040684708599103205,-0.04653587474236655,0.0,0.0,0.0,0.0,0.25
44,-0.041238349911795216,-0.04207146811092145,-0.032078295076347144,-0.039069897774037236,-0.0330702236937779,0.0,0.0,0.25,0.0,0.0
45,-0.024073532615501592,0.3426343776136353,-0.023068627892013232,-0.025206236851192356,-0.026911066238134548,0.25,0.0,0.0,0.0,0.25
46,-0.04340196724332521,-0.038870143180122205,-0.05814109455470468,-0.04117372689817477,-0.0646177528279313,0.0,0.0,0.25,0.25,0.0
47,-0.024885403650407395,-0.01926570627353084,-0.01677721992873865,-0.011936443196971638,-0.016019287264720964,0.25,0.0,0.0,0.0,0.25
48,-0.021385236062127416,-0.01494563559761548,-0.02050807920922939,-0.02251390571045195,-0.025749504176477343,0.0,0.0,0.0,0.0,0.0
49,0.7770660530926313,-0.025254199502527337,-0.023091097411616607,-0.01779039212005378,-0.02656612549445145,0.0,0.0,0.25,0.0,0.0
50,-0.014261167974649923,-0.01483644969464717,-0.02127946797055106,0.09510748073632734,0.31598661337128003,0.0,0.0,0.0,0.0,0.25
51,-0.034227164824362534,-0.033399543632374344,-0.02858446732233652,-0.02920715781225712,-0.036718146626519454,0.0,0.25,0.25,0.0,0.25
52,-0.03283168679731576,-0.024999582016096568,-0.021420197206994614,-0.02131734029945038,-0.019055092519690148,0.0,0.0,0.0,0.25,0.25
53,-0.010123990639800979,-0.013241145753302869,-0.017916390849296502,-0.01404382806186522,0.022537050326547955,0.0,0.0,0.25,0.0,0.25
54,0.0386507187855631,-0.0219619537182304,-0.021679640466601154,-0.028270546693101486,-0.018500575797286038,0.25,0.0,0.0,0.0,0.0
55,-0.013290545990297779,-0.014550828771844836,-0.015351124343321872,-0.013246399105667486,-0.011648739168287051,0.0,0.0,0.0,0.25,0.0
56,-0.04861770217207893,-0.04654112242938034,-0.028706114039922258,-0.05012701578261903,-0.05500115615630038,0.0,0.0,0.25,0.0,0.0
57,-0.030554163177794354,-0.02461509611734336,0.06348654815814148,-0.00013745941831020642,-0.023045176473849995,0.25,0.0,0.25,0.0,0.0
58,-0.02064349989607766,-0.024319299074277746,-0.008009631113323076,-0.01338392810150723,-0.006704385117705344,0.0,0.0,0.25,0.25,0.0
59,-0.008823785071753007,-0.01099242375672503,-0.010336697758716665,-0.011260864131491837,-0.009967170206752324,0.25,0.0,0.25,0.25,0.0
60,-0.044481411905152465,-0.05114714888338986,-0.04982992120497695,-0.040919070735228595,-0.037970114247849046,0.0,0.0,0.0,0.25,0.0
61,-0.013118718104872236,-0.020373028578539253,-0.012020131148864872,-0.011562344051090865,-0.006484534529893774,0.25,0.0,0.0,0.25,0.25
62,-0.01420210221593243,-0.014857498144526108,-0.011915900356991723,-0.01083270555656022,-0.012587024078794267,0.25,0.0,0.25,0.25,0.0
63,-0.005131568478370974,0.09659162717856704,0.6058799940646594,0.6976398309749703,0.09210776213319313,0.0,0.0,0.0,0.0,0.25
64,-0.033322597647706974,-0.034376819986401776,-0.020152660694235193,-0.021703421607109603,-0.022789415043895093,0.0,0.0,0.0,0.0,0.25
65,-0.030289757242299518,-0.03545957519027464,-0.02176935049557017,-0.03661426195928635,-0.038777938572286626,0.0,0.0,0.25,0.0,0.25
66,-0.021562081640527614,-0.02981327845637709,-0.0183018101604052,-0.015658105676872962,-0.026473508281016283,0.0,0.0,0.0,0.25,0.5
67,-0.05350309889711925,-0.03924777704005547,-0.05964918476756877,-0.04576498306652862,-0.05424132250572059,0.0,0.25,0.25,0.25,0.0
68,-0.008559116721330652,-0.01808699577063145,0.002151809649609153,-0.009124089651336872,-0.00907150073688649,0.0,0.0,0.25,0.25,0.0
69,-0.02360173957211235,-0.025358538020060824,-0.02434024260315333,-0.027895226570808257,-0.0327276747200166,0.0,0.25,0.0,0.0,0.0
70,-0.013177233750162949,-0.013753160861022087,-0.013802417953018214,-0.011675684770920661,-0.015445293112234791,0.0,0.0,0.25,0.0,0.25
71,0.09187642607076946,-0.023831558966252823,0.2554198992689963,0.27393824523140126,-0.014497797455215938,0.0,0.0,0.0,0.0,0.0
72,-0.05654672950779376,-0.03014997780022854,-0.057003345422062944,-0.05960456497167616,-0.050070261369078065,0.25,0.25,0.0,0.0,0.0
73,0.055363186105467276,-0.03772307271230589,-0.03474651517645698,-0.03752055060826943,-0.032264204264397585,0.0,0.25,0.25,0.25,0.25
74,1.093934640269064,-0.027639625210918742,0.7671738641024172,-0.029285329852729,-0.04018190432026054,0.0,0.0,0.0,0.0,0.25
75,-0.036196769617109666,-0.025606666875889323,-0.03514969837084749,-0.02873229283011593,-0.051146392887101315,0.0,0.0,0.25,0.0,0.0
76,-0.011660307151598652,-0.008051605992425735,0.019018882563330414,0.5970071584288381,-0.009027169107526573,0.0,0.0,0.25,0.0,0.25
77,-0.020172917148766477,-0.020011041890168127,-0.02739922402233079,-0.022938485061897867,-0.020373377320786555,0.0,0.0,0.25,0.25,0.0
78,0.061669907779223744,-0.006427287197121058,-0.0060891119359846885,0.0248821741479484,0.011154321345127576,0.25,0.0,0.0,0.25,0.25
79,-0.05671161129287953,-0.05658648837334661,-0.056499680005190095,-0.05937628089232642,-0.04851443018380796,0.0,0.25,0.0,0.25,0.0
80,-0.04930936246871812,-0.05296565721576505,-0.04438686829965822,-0.05665275251492375,-0.04541364738972748,0.0,0.25,0.25,0.0,0.0
81,-0.05269125697467272,-0.03367183812776047,-0.04323827098374874,-0.04229340659759556,-0.03733460389171756,0.25,0.0,0.0,0.25,0.25
82,-0.01611535793678927,-0.018650101703611963,-0.01585587085834568,-0.011572099328879355,-0.02132128127749771,0.25,0.0,0.25,0.0,0.25
83,-0.06454550930147133,-0.03849714628637808,-0.05059477954381621,-0.05235464327576009,-0.04292210480846358,0.25,0.0,0.0,0.25,0.0
84,-0.016986780245529482,-0.009712690403841324,-0.008057167304260737,0.02461764480897315,-0.00944817484490446,0.25,0.0,0.0,0.0,0.0
85,-0.034799717972850655,-0.036954212104955135,-0.025923756477586456,-0.028278218337308036,-0.03060029430239585,0.25,0.25,0.0,0.25,0.0
86,-0.04091566796464877,-0.05211687346310728,-0.04944600870417862,-0.04599883097129927,-0.034375475676128135,0.25,0.25,0.0,0.0,0.0
87,0.5094635298250383,-0.011781024680429604,-0.011185923070069308,-0.012973912629604506,-0.010130554319633339,0.0,0.0,0.0,0.0,0.0
88,0.11583110204432781,0.013882305168773935,-0.016736604088760876,-0.01401982262025738,-0.021514688328607593,0.0,0.0,0.0,0.0,0.0
89,-0.011500762599123571,-0.01532494524976357,-0.025174812185157398,-0.011936605500573157,0.02786002067031968,0.0,0.0,0.25,0.25,0.0
90,-0.024167727580719257,-0.012989321949908574,0.01671456570404713,0.09321753907415932,-0.023741628417328322,0.25,0.0,0.25,0.0,0.25
91,-0.013969217129347395,-0.0060726920367327845,0.6103170158168354,1.1312322324306194,0.1493611383041504,0.25,0.0,0.0,0.25,0.0
92,-0.02771241547825977,-0.060296170008743655,-0.060256437773196725,-0.042613350226586424,-0.06045499730480918,0.25,0.25,0.0,0.25,0.0
93,-0.014929603299100879,-0.02190701317176773,-0.02145837209125128,-0.024451193246248545,-0.02875088376381303,0.0,0.25,0.0,0.25,0.0
94,0.3062964492869225,-0.008203225118828908,-0.01570755522402735,-0.014264539280467758,-0.012588741793009457,0.25,0.25,0.0,0.25,0.25
95,-0.006991672984094545,0.23628436887673104,0.8761300099064564,-0.012034770405268434,0.011477984882448987,0.25,0.0,0.0,0.0,0.0
96,-0.018243302138453356,0.022896722747672845,1.0690894432919635,-0.019992204660737593,0.387167383668787,0.0,0.0,0.0,0.0,0.0
97,-0.025059315457343877,0.026464612864929408,-0.032237543638813315,-0.021969374530899394,-0.028424133050300095,0.0,0.0,0.25,0.25,0.0
98,-0.016027456936547623,-0.01676258536108998,-0.012709280391798077,-0.01870708772856649,-0.018230883564654708,0.0,0.0,0.0,0.0,0.0
99,0.29946201172590986,-0.02727435436239495,-0.03524165047844809,-0.02995070864358122,-0.02280778782564545,0.0,0.0,0.25,0.25,0.25
100,-0.030702940550274775,-0.015600177798475064,-0.019285906043428,-0.023384147139893573,-0.0229263206604561,0.25,0.25,0.0,0.25,0.25
101,-0.01931438724628954,-0.03011413447972149,-0.03561541809809725,-0.022647902797311253,-0.03172183228467476,0.25,0.0,0.0,0.0,0.0
102,-0.023841229413409985,-0.01884557268968123,-0.0184303823754024,-0.015863472699883863,-0.016708362584162473,0.0,0.0,0.0,0.25,0.25
103,-0.04018707785695296,-0.03799384313805707,-0.03558890142283073,-0.0354781616576561,-0.04005993402076676,0.0,0.25,0.0,0.25,0.25
104,-0.019665160576204595,-0.020735264993125835,-0.017479860000501668,0.786261037066907,1.4241941721190545,0.0,0.0,0.0,0.0,0.0
105,-0.006735657683731954,-0.005835156701694017,0.04176407479312395,0.029761172909414678,-0.010915076943879342,0.0,0.0,0.25,0.0,0.25
106,-0.06582157156116426,-0.04612237002084708,-0.04058482382942109,-0.04854348569536094,-0.05434138799135214,0.25,0.0,0.0,0.0,0.0
107,0.012275675890988021,1.0625542615883312,-0.022478867805221257,-0.036130703156699875,0.2388687416958097,0.0,0.25,0.25,0.0,0.0
108,-0.024727600939694692,-0.020254113862302064,-0.016812171847414903,-0.02116916980337426,-0.01803435411568756,0.25,0.0,0.25,0.0,0.0
109,-0.008681010180574746,0.7970693935810106,1.0738530702789617,0.9246412970202066,1.1144981791478115,0.25,0.0,0.0,0.0,0.0
110,-0.02800421031314878,-0.026745994146103617,-0.027531741983762032,-0.02774456702309971,-0.03477469667662785,0.0,0.0,0.0,0.0,0.25
111,-0.047386078633333266,-0.042607518590715446,-0.03998161433077569,-0.040958657239043135,-0.037760183825374126,0.0,0.0,0.0,0.25,0.25
112,0.7811471326839906,0.29756723453320044,0.29111681314965054,-0.007718214255736497,-0.008874018174876049,0.25,0.25,0.25,0.25,0.25
113,-0.04853650990187565,-0.03757475419427939,-0.04748568008979453,-0.04111119242843869,-0.03138147578976555,0.0,0.0,0.0,0.25,0.25
114,-0.04342536192316181,-0.05789535509542596,-0.03795447084025786,-0.045719145803200356,-0.044752940501471744,0.25,0.0,0.0,0.0,0.0
115,-0.03257722129742589,-0.021926224734155387,-0.026161054531769534,0.3482295818964782,-0.021524390386601044,0.0,0.0,0.0,0.25,0.25
116,-0.007111664723456454,-0.006237077237369904,-0.006893488871158153,0.006408408800210425,-0.0036857423628125206,0.0,0.25,0.25,0.0,0.25
117,-0.04716659599292923,-0.038043779152959895,-0.04664213942044006,-0.03971243498149781,-0.04287306691124507,0.0,0.0,0.0,0.25,0.25
118,-0.011862003173495799,-0.009894105526919288,-0.020878582085100315,-0.015120749899260339,-0.007635527310015208,0.0,0.0,0.0,0.0,0.25
119,-0.023147957333904512,-0.01938597588582443,-0.025143810233689473,0.24263634005503065,0.16166899204688678,0.0,0.25,0.25,0.25,0.25
120,-0.05199677698144789,-0.043890007139726475,-0.061857307518713614,-0.05618491010783871,-0.060787965903539055,0.0,0.0,0.0,0.0,0.0
121,-0.04702595258357553,-0.038101451971115634,-0.03285199763463266,-0.020137282591925727,-0.0328575730909971,0.25,0.0,0.0,0.0,0.0
122,-0.04595066174332943,-0.061733040257579495,-0.02298108946407208,-0.04558774617346839,-0.045777027968097,0.25,0.0,0.0,0.0,0.25
123,-0.05145744699054778,-0.05224679153759538,-0.04296797781345481,-0.04320755118906686,-0.04312805551855805,0.0,0.0,0.0,0.0,0.0
124,-0.012314014472564225,-0.01073563949506294,0.5605995784016888,-0.014568308410916766,-0.015593990666544018,0.0,0.0,0.25,0.0,0.0
125,0.02476977003327125,-0.024538209275001065,-0.026415358622917048,-0.035062863745740795,-0.04545087835292177,0.0,0.0,0.0,0.0,0.0
126,0.22467250042388703,0.38496455151811726,0.004802971737122567,0.00912502091177715,0.017290369860179743,0.0,0.0,0.0,0.25,0.25
127,-0.04560258830974508,-0.036611911322921395,-0.033745899504302915,-0.03120491461081455,-0.022546206340101103,0.0,0.25,0.0,0.0,0.0
128,-0.025651967571492986,0.006572731859942678,-0.02115902535627936,0.039545099795618786,0.09531439567969449,0.0,0.25,0.0,0.25,0.0
129,-0.02933835515319669,-0.02234641513297214,-0.03691528437553224,-0.04270152257303822,-0.037967897611339896,0.0,0.25,0.25,0.0,0.25
130,-0.04551650477691284,-0.037291780750430006,-0.04057919253904756,-0.056310009955299035,-0.043755926158394916,0.0,0.25,0.25,0.0,0.25
131,-0.011492526190291789,-0.01795457471702661,0.275396983011298,0.7484660027359534,-0.023156246246643808,0.0,0.0,0.0,0.0,0.0
132,-0.010322990023379502,0.17523560018678305,-0.009890745852045779,-0.008072023767707142,-0.01379730655510153,0.0,0.0,0.0,0.25,0.25
133,-0.0276660263272239,-0.03115327324025343,-0.01263613862005735,-0.0054291707457984175,-0.041718762660363895,0.0,0.0,0.0,0.0,0.0
134,-0.019291429369259226,-0.034812586298935286,-0.019686764168341888,0.4666592834508691,-0.018064535619554605,0.0,0.25,0.0,0.25,0.0
135,-0.0377376406042329,-0.0406255544749587,-0.03576105116030108,-0.03035024076990119,-0.03400827541260082,0.0,0.25,0.25,0.0,0.25
136,-0.05436382504902014,-0.03887059508955775,-0.035130374972751434,-0.04158783193715519,-0.0484253845887358,0.0,0.25,0.25,0.25,0.0
137,-0.04140292346331415,-0.03818796519324921,-0.04233028435293374,-0.03647781981000636,-0.0333771608026487,0.0,0.0,0.0,0.0,0.25
138,-0.022291946019629093,-0.01379780965843829,0.603040937729996,-0.016999813820754727,-0.012872769807219436,0.0,0.0,0.25,0.0,0.0
139,-0.017100988123755795,0.36577608096350106,-0.03085303247847114,-0.024508817978219074,-0.019222762318770063,0.0,0.0,0.0,0.25,0.25
140,0.7083401370141753,0.23624225330097492,0.6824139292203644,-0.02602851559140496,-0.01768109784622168,0.25,0.25,0.25,0.0,0.0
141,-0.007083244030966769,-0.010119310801982296,-0.008455336355001125,-0.008502393029000289,-0.011072660002290692,0.0,0.25,0.0,0.0,0.0
142,-0.038780874338961796,-0.037683897138357805,-0.05010219624876178,-0.041955755954013116,-0.039907532828118174,0.0,0.0,0.25,0.0,0.25
143,-0.009809994291996273,-0.0131856191548434,0.11318815954248121,0.09491738254773154,0.11304940390552012,0.0,0.0,0.25,0.25,0.0
144,-0.06143046487358417,-0.045569221987094295,-0.04300653577606827,-0.05002254629332665,-0.04522881141588862,0.0,0.0,0.0,0.25,0.0
145,-0.03567309576197689,-0.040073713864104306,-0.03510149944417273,-0.03211824385911849,-0.04053616209907806,0.25,0.0,0.0,0.0,0.25
146,-0.03285239586930789,-0.04193304062039912,-0.023822223581091286,-0.028699073787365526,-0.03177816936126225,0.0,0.0,0.0,0.0,0.25
147,-0.02472289040187344,-0.01886520264236321,-0.016224300735454382,-0.014542463513197232,-0.0057128757846668515,0.25,0.0,0.25,0.0,0.0
148,-0.02121603451267917,-0.018951656607202626,0.7195050880948719,-0.022494016494422755,-0.02222452647664495,0.0,0.0,0.25,0.0,0.0
149,-0.035735756356251196,-0.045846734302559936,-0.04522287165008895,-0.043883747857033244,-0.03399547771959284,0.25,0.0,0.25,0.0,0.25
Average,0.03945525049296177,0.016728901035052434,0.05294531171031486,0.030258887976670607,0.008091677846679794,0.08,0.06,0.095,0.10333333333333333,0.11
StdError,0.016874447609366346,0.013403741326739566,0.01806173274479539,0.015422040350555031,0.013397572953229514,0.009553803838536505,0.008747003321943692,0.009941101717400577,0.010085392305545119,0.010437842011704217
Formatted,3.9±1.7,1.7±1.3,5.3±1.8,3.0±1.5,0.8±1.3,8.0±1.0,6.0±0.9,9.5±1.0,10.3±1.0,11.0±1.0
